County,Voters,M_18_24,M_25_34,M_35_44,M_45_64,M_67,F_18_24,F_25_34,F_35_44,F_45_64,F_67
VN,1163,16,19,57,91,29,17,30,51,100,42
VN,286,5,5,9,24,18,4,7,14,28,12
VN,496,16,25,29,59,12,16,17,25,44,29
VN,410,4,9,18,35,24,7,6,16,38,24
VN,452,13,15,14,42,14,7,20,24,32,21
VN,230,4,3,7,19,6,3,5,15,21,7
VN,1534,20,64,59,139,81,27,59,68,172,100
VN,1601,30,62,89,176,68,29,51,74,188,98
VN,1604,36,66,101,146,78,31,63,107,157,100
VN,911,15,20,42,93,47,29,30,32,92,55
VN,769,13,27,27,64,35,9,29,29,69,41
VN,1454,22,84,97,103,35,39,77,109,113,55
VN,1382,19,39,41,122,41,26,42,66,158,80
VN,1303,26,48,64,128,48,39,64,63,149,72
VN,1001,19,28,33,105,36,23,28,33,113,43
VN,1148,18,44,37,113,48,17,39,39,132,46
VN,817,13,23,42,79,53,17,21,30,60,52
VN,402,6,16,20,46,32,8,12,19,54,34
VN,395,6,8,19,44,26,7,10,14,51,34
VN,719,17,13,23,80,48,12,18,24,77,62
VN,540,11,13,24,42,31,6,11,19,44,44
VN,468,13,20,18,46,62,14,10,12,47,73
VN,561,26,28,26,52,50,17,22,30,48,53
VN,375,12,21,20,58,36,13,15,17,36,33
VN,845,24,26,37,95,111,16,27,33,63,155
VN,712,33,26,27,70,83,23,16,29,48,145
VN,1169,30,43,50,129,139,32,44,47,130,166
VN,1016,27,39,35,118,55,14,29,38,97,87
VN,1044,18,21,47,117,61,18,29,49,105,86
VN,660,21,27,30,97,42,15,21,29,54,50
VN,413,11,15,10,64,22,8,11,20,41,25
VN,117,2,3,6,15,17,0,3,5,9,16
VN,614,11,14,25,59,32,20,18,31,56,59
VN,523,16,26,31,67,39,17,22,22,76,63
VN,367,7,12,15,48,24,4,9,28,29,34
VN,1251,28,47,73,153,88,25,53,70,142,135
VN,516,15,30,31,71,25,20,29,23,65,42
VN,578,17,20,24,66,35,14,15,39,47,54
VN,996,28,35,46,137,77,29,29,53,118,125
VN,408,11,14,22,53,29,8,16,18,47,50
VN,1373,29,44,63,142,63,43,45,70,133,85
VN,527,16,17,23,53,16,14,19,29,48,26
VN,1937,39,58,96,191,98,35,65,81,191,106
VN,1633,32,55,66,189,83,30,50,55,178,100
VN,804,19,35,29,73,64,16,19,34,76,99
VN,898,16,17,35,109,67,14,24,37,82,93
VN,536,8,13,28,45,50,9,24,13,57,76
VN,747,8,32,35,64,55,8,30,28,61,62
VN,1092,19,26,35,113,48,18,32,48,105,61
VN,460,14,14,16,52,24,9,18,18,34,39
VN,387,7,7,21,37,24,8,6,12,44,31
VN,564,5,15,22,51,31,13,14,26,51,56
VN,802,32,31,36,108,71,23,25,34,82,72
VN,263,7,16,7,34,29,5,11,5,24,35
VN,744,50,69,53,63,32,39,56,46,70,30
VN,690,12,10,25,53,41,6,23,20,42,90
VN,179,1,6,8,10,16,3,5,5,11,29
VN,532,5,18,16,46,40,8,21,12,39,54
VN,331,5,8,15,35,32,6,8,7,21,51
VN,232,5,5,6,23,28,1,8,9,16,34
VN,196,5,6,11,16,14,3,4,7,18,32
VN,161,2,4,5,19,13,2,6,3,16,17
VN,343,6,9,19,37,26,17,4,15,33,39
VN,399,13,18,16,50,33,12,12,21,36,39
VN,346,5,17,17,46,15,4,20,18,37,18
VN,271,11,9,18,25,20,5,11,9,31,29
VN,1090,27,36,48,101,53,18,25,32,86,63
VN,453,7,14,25,43,17,8,15,20,39,20
VN,1491,24,38,52,150,81,25,31,57,123,90
VN,591,11,18,28,67,24,13,14,27,46,33
VN,348,3,10,24,46,24,4,12,18,42,20
VN,1612,32,57,75,182,100,28,59,76,170,101
VN,1151,17,29,47,125,62,23,28,48,109,79
VN,897,20,36,27,115,47,20,32,44,91,64
VN,611,22,23,27,78,59,11,21,35,71,80
VN,218,11,11,15,40,18,8,8,11,27,24
VN,267,10,16,7,37,29,9,8,14,36,47
VN,124,6,3,11,20,11,5,3,9,10,23
VN,140,2,8,6,19,19,2,7,5,24,30
VN,261,10,9,17,28,32,7,8,19,25,56
VN,180,10,9,7,26,29,5,8,11,16,37
VN,173,2,8,6,23,25,8,4,10,20,24
VN,584,18,22,37,85,64,16,18,39,62,97
VN,472,18,29,19,58,36,18,25,24,56,42
VN,542,32,33,43,59,34,20,28,38,54,37
VN,672,8,16,31,65,56,10,15,17,62,68
VN,534,12,12,24,68,48,25,15,19,62,48
VN,323,3,11,14,32,29,7,8,11,27,33
VN,486,8,11,23,54,35,11,15,15,43,41
VN,129,5,7,7,14,4,2,4,5,15,6
VN,1618,37,54,82,179,82,43,54,70,161,93
VN,587,19,24,27,67,32,19,13,24,57,32
VN,366,7,16,9,50,20,14,9,12,34,37
VN,1318,38,50,74,150,67,32,43,52,139,82
VN,1402,29,31,57,134,60,16,25,53,118,86
VN,1533,29,41,65,165,65,17,38,68,171,64
VN,943,16,30,36,97,50,20,21,37,100,59
VN,1171,22,45,47,119,89,22,46,38,118,129
VN,1408,30,51,63,162,116,18,50,50,159,148
VN,1630,23,29,58,144,57,28,51,66,162,76
VN,1463,18,30,56,147,95,15,32,52,148,123
VN,892,21,26,24,71,51,15,20,23,99,75
VN,1007,16,21,39,83,46,12,41,45,80,60
VN,443,8,11,14,42,24,11,7,10,35,35
VN,829,27,36,34,105,62,19,25,38,93,93
VN,358,6,3,20,43,33,9,7,15,30,48
VN,304,3,7,18,32,26,4,12,11,29,35
VN,274,7,13,17,38,22,8,13,14,27,26
VN,328,10,10,13,51,32,6,8,18,38,31
VN,1624,59,88,94,139,53,58,75,79,124,52
VN,1027,19,25,35,119,62,12,25,43,100,67
VN,300,5,9,8,27,18,12,3,13,33,17
VN,1706,61,84,80,160,52,54,84,95,135,84
VN,1258,39,52,62,119,49,35,52,53,105,65
VN,1662,37,53,73,162,79,23,50,58,161,111
VN,719,19,17,33,80,33,14,26,39,67,39
VN,473,6,12,20,45,22,9,7,19,40,34
VN,390,11,17,16,43,18,8,14,13,35,31
VN,173,8,4,8,23,6,1,6,12,16,18
VN,603,12,17,44,70,44,15,26,35,68,66
VN,328,5,15,28,44,28,8,13,24,32,38
VN,184,7,2,6,30,21,3,4,11,24,23
VN,151,1,3,6,17,26,2,2,4,16,28
VN,1156,22,46,45,121,79,23,30,43,117,113
VN,673,21,23,32,81,58,12,27,31,64,91
VN,1231,23,33,43,117,161,16,29,31,107,241
VN,227,3,3,7,24,29,3,3,5,14,49
VN,221,5,2,6,18,21,4,3,9,12,38
VN,280,5,5,17,31,37,5,7,14,30,59
VN,1606,39,61,83,161,89,32,61,77,149,108
VN,1618,39,77,72,177,104,41,58,62,150,92
VN,1073,22,32,44,122,86,26,33,43,110,100
VN,1088,26,41,40,136,80,34,35,38,117,121
VN,863,11,38,41,84,54,9,37,39,77,64
VN,565,7,14,20,60,27,4,9,19,44,42
VN,394,4,13,10,53,17,4,9,10,33,35
VN,643,13,13,27,74,31,9,17,18,65,43
VN,734,20,24,24,67,40,16,26,19,53,34
VN,380,7,9,16,38,24,11,10,11,38,25
VN,403,9,13,19,47,20,7,7,17,33,12
VN,1055,18,40,42,125,76,16,40,28,104,90
VN,564,10,10,14,58,48,4,6,17,39,79
VN,263,0,5,5,28,19,2,4,7,21,39
VN,993,36,48,63,120,79,39,39,48,98,136
VN,538,16,29,34,60,36,25,35,26,57,51
VN,1407,20,31,41,88,154,12,27,44,116,201
VN,1400,49,81,67,177,89,47,65,69,150,106
VN,1492,53,110,92,184,81,52,81,85,162,107
VN,586,27,41,40,61,29,34,42,32,59,36
VN,879,15,35,28,86,105,14,23,36,74,128
VN,822,21,33,39,103,71,19,26,43,94,91
VN,1301,37,53,75,153,97,37,64,77,142,140
VN,1117,42,55,60,135,102,39,53,49,122,111
VN,444,8,17,21,57,41,11,11,18,48,50
VN,609,14,17,28,66,71,12,20,27,67,86
VN,439,9,21,24,49,38,7,17,18,49,37
VN,537,10,12,23,57,71,7,11,13,54,75
VN,1122,29,31,33,99,52,15,26,31,75,61
VN,1464,34,45,63,135,83,28,36,40,121,98
VN,906,13,19,35,91,57,8,20,27,74,70
VN,798,15,16,23,71,42,10,13,30,51,50
VN,1123,26,29,30,99,53,30,30,40,93,56
VN,999,22,34,52,76,48,26,28,43,80,74
VN,1137,32,45,46,109,52,27,36,46,104,69
VN,359,16,19,14,33,11,20,11,18,24,9
VN,952,21,52,49,118,88,21,49,44,97,93
VN,513,8,18,39,80,46,8,22,22,39,65
VN,301,13,20,19,48,18,15,11,16,42,25
VN,125,7,6,7,16,7,5,4,10,10,8
VN,225,13,17,11,25,14,4,7,13,16,10
VN,1094,31,44,43,133,44,24,28,49,113,78
VN,911,19,33,50,123,36,13,25,38,96,69
VN,484,12,20,23,51,20,9,16,18,39,29
VN,1317,30,42,57,151,67,40,39,64,150,77
VN,813,21,18,32,83,56,21,22,35,67,60
VN,1226,34,49,51,135,60,26,45,57,112,75
VN,928,25,26,34,80,70,23,25,39,67,102
VN,183,2,1,9,16,16,4,5,4,17,17
VN,411,6,7,18,42,41,6,2,16,40,58
VN,448,7,14,23,49,26,6,14,18,44,43
VN,577,15,26,30,64,59,18,23,24,63,65
VN,1227,16,25,39,131,116,20,18,45,102,143
VN,846,8,32,20,91,73,13,26,28,99,95
VN,946,22,37,86,90,73,28,39,64,93,68
VN,520,7,20,31,64,47,12,21,17,52,48
VN,257,3,6,14,38,33,6,8,9,23,38
VN,806,14,19,33,67,56,13,21,26,49,63
VN,784,12,19,37,88,49,21,17,26,67,64
VN,1009,26,32,40,109,54,14,33,50,100,56
VN,564,6,18,20,66,44,9,14,23,51,75
VN,260,3,5,9,33,21,5,7,5,26,26
VN,1888,44,67,100,210,96,49,59,100,173,148
VN,582,14,21,25,57,40,16,18,27,56,44
VN,701,6,17,25,62,37,8,21,19,48,55
VN,888,12,14,30,78,56,16,15,21,63,57
VN,702,48,83,60,65,11,47,67,40,53,18
VN,810,56,81,62,72,18,51,85,44,75,24
VN,1139,101,107,86,85,11,85,77,70,87,16
VN,754,19,34,36,83,67,11,24,40,70,97
VN,522,40,61,28,46,20,36,46,22,51,21
VN,551,44,62,48,36,13,36,50,34,53,19
VN,1088,14,33,42,102,67,15,29,35,107,80
VN,575,17,17,32,44,38,10,24,25,59,40
VN,1045,21,33,37,102,111,26,39,29,135,165
VN,741,24,22,33,80,93,21,19,30,89,126
VN,1014,38,37,69,128,88,34,53,62,91,98
VN,1152,29,39,43,132,59,24,30,44,97,94
VN,712,19,21,32,79,39,9,10,38,63,74
VN,292,8,10,10,35,14,9,5,8,32,25
VN,806,24,29,46,97,36,20,27,29,87,65
VN,1778,27,47,51,157,94,39,44,57,161,110
VN,1520,24,34,41,128,96,22,42,55,136,103
VN,1576,20,45,68,146,85,28,49,59,163,91
VN,738,24,30,41,93,58,22,28,34,81,81
VN,569,17,20,26,68,49,13,16,28,55,53
VN,201,4,11,10,20,34,7,7,10,21,40
VN,189,6,8,10,32,21,4,8,12,20,23
VN,1172,26,29,40,112,88,15,28,31,104,99
VN,552,10,15,10,66,40,10,18,21,47,63
VN,186,3,6,8,17,21,3,5,3,23,28
VN,626,12,23,17,84,53,11,13,18,60,83
VN,336,3,9,10,37,30,12,7,8,32,40
VN,858,14,29,25,84,71,16,26,29,81,92
VN,1040,41,77,63,133,46,44,62,55,114,105
VN,1195,45,69,63,152,89,50,53,58,124,120
VN,142,7,4,7,17,13,9,7,9,27,23
VN,1152,33,43,58,130,77,27,42,53,107,90
VN,1194,28,39,58,121,80,24,46,48,107,93
VN,646,14,20,27,65,50,10,14,26,77,59
VN,382,3,12,23,40,26,2,10,12,52,28
VN,843,15,29,30,98,36,16,18,33,90,43
VN,1314,35,33,54,149,59,26,42,70,118,85
VN,691,14,23,26,63,23,3,24,25,44,21
VN,723,10,27,32,92,37,14,17,25,73,44
VN,626,5,18,24,66,35,8,19,30,51,41
VN,1799,32,73,79,187,97,34,55,71,182,131
VN,455,9,13,28,49,29,8,12,27,44,28
VN,656,16,25,22,72,64,22,20,32,80,88
VN,613,10,25,37,56,79,12,24,25,73,79
VN,237,5,8,4,33,32,6,9,5,30,37
VN,154,2,9,11,15,23,7,5,3,27,21
VN,1198,24,28,64,138,48,18,34,66,122,69
VN,1292,27,31,49,138,62,23,32,45,127,66
VN,1235,13,23,48,128,66,14,17,50,123,47
VN,758,16,16,28,104,49,11,14,33,78,50
VN,259,7,9,8,40,21,0,7,12,38,24
VN,242,5,9,5,22,10,5,12,10,24,11
VN,711,16,31,27,84,39,13,14,18,71,50
VN,1271,22,36,60,155,59,16,37,60,115,76
VN,1004,27,45,57,106,58,16,46,42,104,82
VN,343,12,12,15,35,17,13,13,11,33,24
VN,234,6,9,15,23,9,11,13,15,20,11
VN,1454,30,56,70,141,86,25,43,73,143,118
VN,286,7,7,10,31,13,5,8,10,23,28
VN,725,15,17,24,88,46,14,20,24,56,65
VN,474,8,24,15,59,31,9,16,19,44,43
VN,664,21,27,31,70,28,11,23,36,67,50
VN,715,23,38,35,80,27,26,30,34,53,38
VN,361,6,12,28,42,21,7,18,18,32,37
VN,635,17,16,40,63,62,15,14,35,58,69
VN,563,21,16,25,71,48,11,17,33,64,46
VN,610,19,19,28,85,55,13,16,32,71,81
VN,383,11,8,14,52,29,6,18,20,49,35
VN,469,18,14,24,58,44,13,17,28,52,60
VN,70,2,6,2,9,10,4,2,7,9,6
VN,58,1,2,1,6,10,4,4,4,3,9
VN,609,14,17,16,53,49,9,16,25,56,78
VN,1405,22,27,44,135,70,25,31,45,104,129
VN,351,6,11,9,35,32,6,4,11,34,38
VN,292,8,6,7,34,28,6,11,9,33,26
VN,573,4,16,15,68,56,3,21,24,57,71
VN,491,8,13,25,51,42,2,12,15,38,54
VN,576,8,13,17,62,57,7,12,18,49,78
VN,619,11,18,26,62,50,15,21,27,59,69
VN,570,15,18,21,47,49,9,15,22,49,49
VN,1258,16,28,29,77,73,20,29,30,81,80
VN,1277,8,22,23,88,77,25,17,32,89,77
VN,1267,15,25,27,95,65,17,15,32,85,78
VN,1212,16,17,31,78,54,14,19,31,68,65
VN,940,12,11,27,79,88,7,12,29,51,96
VN,456,7,9,21,35,26,7,6,10,36,48
VN,573,3,4,8,23,50,4,5,9,37,39
B,1294,9,25,76,75,87,7,21,70,95,99
B,1571,16,42,81,120,79,21,47,96,143,105
B,1364,9,29,51,101,74,14,29,67,125,109
B,1058,3,31,41,57,41,7,41,54,91,69
B,1639,24,45,73,126,97,20,37,79,147,112
B,1013,13,36,46,89,40,18,44,48,111,50
B,1293,17,41,60,97,43,18,56,58,113,62
B,976,25,34,49,95,32,11,41,68,107,49
B,1045,24,45,41,87,29,16,45,58,87,32
B,1646,34,39,119,113,69,25,58,127,145,64
B,926,20,25,33,69,39,14,23,43,70,46
B,1399,22,48,64,116,46,16,61,75,126,53
B,1897,29,46,107,154,84,39,58,109,179,105
B,1032,18,32,66,76,40,12,37,82,87,64
B,1809,22,53,123,138,70,22,70,144,140,96
B,1574,32,57,58,134,77,16,61,56,156,109
B,899,11,29,33,61,45,9,28,30,91,74
B,1021,27,35,51,89,39,20,47,61,94,54
B,1476,13,38,71,108,68,23,52,89,146,114
B,1381,20,35,63,117,63,19,41,64,130,103
B,1372,20,38,72,105,56,16,50,80,135,104
B,1038,22,24,41,91,46,9,34,54,98,72
B,1538,31,54,57,110,42,23,49,74,123,58
B,1748,28,79,103,113,47,29,92,129,129,54
B,1617,24,62,94,126,61,27,83,119,135,61
B,1994,26,64,91,108,69,29,72,98,157,74
B,1962,36,63,102,145,68,29,56,125,170,94
B,1683,28,43,123,133,72,21,69,148,129,68
B,1226,23,35,101,110,30,20,48,117,104,27
B,1765,22,62,135,149,48,24,85,152,135,55
B,961,22,24,53,86,42,16,33,59,91,59
B,1091,15,33,55,83,44,20,41,78,98,61
B,1375,22,36,51,113,65,5,34,57,138,88
B,811,8,17,29,61,31,11,16,38,67,63
B,1125,13,32,50,79,51,14,40,50,90,78
B,1294,13,33,81,64,65,15,49,61,117,82
B,1487,7,44,68,109,69,16,40,92,141,79
B,1420,14,37,83,81,80,7,53,78,130,73
B,1449,22,37,85,92,72,15,43,89,124,67
B,1438,11,29,83,113,28,21,38,130,134,34
B,1294,12,35,79,101,55,12,44,85,103,47
B,1782,22,52,104,144,67,20,67,135,150,69
B,968,5,29,67,74,35,7,39,58,92,43
B,1324,14,48,65,88,55,14,50,86,125,50
B,1482,9,39,85,93,53,10,60,94,130,61
B,1550,16,50,98,102,63,13,59,99,138,75
B,813,5,26,72,52,23,8,40,72,74,21
B,963,11,29,54,65,48,6,30,51,101,34
B,1505,29,67,91,121,38,22,68,99,144,39
B,1347,18,49,73,96,47,8,53,73,131,51
B,1217,14,60,78,91,20,12,63,84,106,36
B,1230,10,55,53,98,38,7,55,55,124,44
B,1163,10,42,69,77,39,13,40,79,96,40
B,1254,9,25,74,90,72,12,33,84,96,115
B,1214,14,33,44,90,66,10,24,76,98,68
B,763,16,30,26,75,61,7,30,49,113,101
B,1138,12,30,64,99,59,19,30,53,97,92
B,1349,15,50,69,91,96,9,42,73,119,118
B,1056,19,27,43,80,53,6,23,46,106,67
B,907,8,28,30,68,43,19,24,33,84,59
B,1084,12,29,49,72,53,11,26,70,99,85
B,1446,13,34,48,84,80,13,42,85,119,90
B,1321,15,24,56,80,75,8,49,60,101,134
B,1416,27,22,60,118,76,23,30,67,115,92
B,1229,19,28,61,64,69,9,28,55,87,100
B,1016,11,26,43,67,37,9,37,47,93,67
B,1055,8,23,29,76,51,8,29,47,81,63
B,955,6,29,29,47,34,7,35,28,50,54
B,633,5,15,20,31,29,5,19,23,46,56
B,892,8,11,40,31,36,5,26,24,59,62
B,1018,7,20,24,70,40,9,28,32,81,58
B,1066,12,35,47,64,40,6,32,39,90,69
B,686,6,12,23,44,24,8,15,35,49,34
B,1026,8,29,33,86,39,15,34,45,86,57
B,1252,9,34,46,75,48,15,39,57,87,61
B,931,4,30,28,60,47,8,30,38,69,55
B,785,6,27,36,41,34,7,16,34,53,47
B,922,8,23,30,66,34,7,25,43,56,60
B,991,6,24,37,48,41,9,26,41,57,76
B,1152,7,35,55,82,47,6,33,57,70,72
B,909,10,21,43,53,30,6,27,37,46,54
B,881,9,29,25,46,37,9,33,33,59,58
B,670,10,13,26,47,27,4,18,31,51,20
B,761,9,11,39,52,26,17,20,45,61,39
B,1099,14,30,43,80,45,13,32,55,81,65
B,1227,15,32,42,80,55,15,33,50,112,68
B,1359,10,38,70,90,40,13,54,53,94,79
B,1511,19,30,70,108,60,12,51,78,116,80
B,1197,8,40,58,74,40,14,60,65,86,76
B,1432,22,39,63,88,60,24,54,75,134,89
B,1258,10,40,49,90,57,9,48,58,108,59
B,912,12,29,40,54,38,12,37,53,49,57
B,1369,13,36,63,79,84,14,50,66,112,124
B,1266,14,32,56,71,71,7,42,58,91,88
B,1429,19,41,79,80,87,15,44,86,117,132
B,1167,11,29,49,76,64,12,34,55,98,78
B,1431,23,41,68,108,72,7,56,66,116,91
B,1224,8,40,59,65,65,11,38,55,74,81
B,1171,9,23,38,72,41,9,34,52,91,69
B,912,10,17,24,62,61,13,23,39,81,84
B,787,6,22,34,56,45,8,23,43,68,46
B,898,7,20,42,55,44,9,21,38,82,57
B,977,5,34,40,75,43,10,29,45,73,66
B,988,9,36,50,64,31,7,34,49,82,60
B,1026,11,32,41,63,34,12,32,47,77,44
B,1215,14,29,44,85,38,19,41,50,87,45
B,905,15,27,31,67,34,12,29,41,79,43
B,1382,13,29,46,91,61,17,38,67,118,94
B,1025,13,34,34,73,36,11,23,45,75,43
B,991,13,17,28,63,27,12,25,29,78,37
B,978,12,22,40,71,40,18,38,48,76,58
B,931,1,35,47,47,26,12,27,47,67,52
B,1015,3,28,49,54,40,8,31,45,67,60
B,1445,14,55,59,71,52,9,59,67,95,88
B,990,7,24,53,50,25,9,41,51,70,30
B,1481,13,49,81,82,88,7,63,90,122,111
B,1415,15,60,54,94,56,18,47,64,125,60
B,1667,19,64,97,121,73,14,61,79,163,105
B,1500,25,34,68,119,79,16,44,70,145,81
B,1444,22,38,37,107,58,19,39,60,129,80
B,1098,15,25,55,81,50,6,29,58,97,49
B,1150,13,36,46,91,51,9,33,47,105,55
B,869,5,25,53,71,47,3,35,53,83,57
B,1390,14,43,83,78,71,20,30,98,96,85
B,1414,13,34,87,82,73,10,42,68,133,110
B,1332,17,27,61,103,69,20,36,60,134,81
B,1062,15,33,41,89,47,18,35,41,119,53
B,1058,14,25,49,76,48,21,35,49,102,55
B,1449,12,41,64,86,52,18,57,89,114,79
B,1230,19,31,60,85,39,12,42,64,103,67
B,1367,24,41,73,113,74,20,47,99,140,77
B,1204,20,41,58,97,62,25,38,74,125,79
B,877,11,29,34,73,44,11,19,39,103,58
B,1114,16,25,40,70,30,13,34,63,102,63
B,1448,16,43,54,96,48,16,50,70,107,90
B,1267,12,35,61,75,43,11,40,61,103,82
B,1222,14,31,48,82,30,16,26,46,77,48
B,1175,10,22,38,60,45,13,31,61,74,61
B,1273,25,32,53,93,51,16,38,50,101,54
B,1592,28,45,60,112,55,28,48,67,128,59
B,1642,26,64,59,128,61,23,70,88,145,78
B,1911,15,88,107,115,49,31,125,118,138,79
B,1497,14,58,73,118,54,16,80,80,123,67
B,1520,13,47,80,87,52,24,50,69,118,59
B,1370,17,41,55,85,40,13,41,46,118,39
B,1320,23,36,45,84,36,16,40,53,110,46
B,1239,12,43,46,94,36,12,32,49,91,37
B,1449,29,39,39,103,46,26,39,47,144,57
B,1207,26,31,70,79,49,18,47,68,95,54
B,1745,19,66,90,105,55,21,74,93,129,69
B,1513,21,48,63,90,52,16,57,76,118,71
B,1508,22,54,47,130,37,19,55,42,117,37
B,1475,17,41,66,90,46,15,54,61,101,56
B,1759,29,56,87,101,47,19,52,80,127,54
B,1307,22,36,49,91,41,26,32,65,99,50
B,1307,18,48,55,98,35,25,34,58,108,53
B,1636,25,38,81,116,62,18,51,83,122,86
B,1186,17,44,63,90,46,20,47,63,113,75
B,1427,24,26,65,98,67,21,41,71,112,76
B,1354,21,52,61,112,53,16,41,86,106,68
B,1060,23,21,48,79,44,12,28,46,95,58
B,1757,22,74,90,104,70,21,87,116,110,95
B,1400,18,48,69,72,43,17,59,62,98,89
B,1462,23,54,63,87,59,23,44,67,96,84
B,1568,12,73,146,107,32,18,96,173,115,34
B,1546,9,124,189,70,12,5,168,185,60,15
B,1607,14,32,78,93,87,17,40,81,111,119
B,1161,9,28,70,66,69,9,30,61,78,97
B,1355,12,41,68,67,49,10,55,61,86,81
B,1721,23,55,75,130,67,24,55,80,164,94
B,922,3,25,48,59,42,7,35,61,66,66
B,905,6,32,46,46,37,6,29,62,58,49
B,1041,8,25,39,61,34,8,30,51,84,59
B,1645,23,42,70,102,75,21,59,104,126,76
B,1525,18,23,73,102,60,17,50,72,123,77
B,1870,32,51,79,116,75,19,60,79,174,84
B,1857,27,73,56,141,63,25,77,66,192,59
B,1873,14,63,60,135,45,19,56,78,159,41
B,1866,17,38,91,97,97,12,42,92,126,121
B,1511,13,35,60,83,59,9,44,68,95,90
B,1950,23,49,85,99,55,27,65,114,117,97
B,1729,23,45,79,108,53,18,56,86,143,57
B,1664,18,51,68,115,64,14,65,91,131,67
B,1825,26,51,70,95,71,20,52,82,109,86
B,1759,11,40,99,90,100,22,55,96,110,129
B,1751,15,42,62,96,42,13,41,66,124,66
B,1628,11,54,65,85,41,12,62,78,111,59
B,1683,8,64,96,107,37,15,59,82,145,40
B,1792,20,63,80,105,52,14,55,90,136,69
B,1881,24,58,85,112,47,12,69,90,127,48
B,1571,16,50,91,95,34,15,59,73,110,44
B,1309,21,25,46,72,36,20,38,49,63,31
B,1666,18,37,73,85,103,12,43,79,125,117
B,1701,16,35,58,104,36,19,49,59,101,48
B,1143,8,53,51,69,11,15,85,49,67,18
B,1513,8,38,67,93,61,12,43,63,107,80
B,1509,11,49,79,77,64,9,47,81,129,90
B,1237,5,34,55,56,46,5,28,56,71,81
B,1322,22,36,54,67,49,12,40,70,91,64
B,1053,8,23,55,49,54,8,35,56,70,80
B,1755,15,58,72,113,55,16,57,67,149,57
B,1541,14,38,86,86,56,16,56,87,103,73
B,1886,14,40,84,97,81,15,51,74,145,82
B,1827,11,48,66,101,48,18,55,77,120,79
B,1648,19,32,77,78,94,15,38,95,88,123
B,1444,12,41,70,76,51,10,53,69,105,62
B,1687,19,39,54,108,31,15,47,69,122,44
B,1392,14,35,71,72,48,9,41,68,106,89
B,1275,15,41,58,69,66,9,36,72,87,99
B,1658,13,33,97,78,93,18,46,109,117,118
B,1366,14,33,51,63,72,9,28,94,85,100
B,1644,21,32,57,74,42,22,31,70,108,57
B,1508,15,54,58,96,42,17,37,60,104,42
B,1581,13,33,88,69,74,11,45,90,91,106
B,1701,20,34,86,81,68,12,53,77,112,80
B,1555,13,42,79,72,64,10,30,78,84,97
B,1718,15,33,51,105,48,20,37,51,119,59
B,1718,16,33,69,111,69,35,54,76,144,69
B,1724,21,41,64,102,59,13,55,77,129,63
B,1644,28,37,62,96,52,12,45,60,119,43
B,1968,25,42,69,136,60,27,48,74,148,66
B,1911,22,48,65,109,47,18,49,54,124,59
B,1699,22,50,60,104,57,18,32,65,108,55
B,1929,22,40,58,144,45,22,48,61,135,53
B,1932,27,42,73,154,67,19,57,76,151,64
B,1732,13,36,75,131,45,26,54,68,124,61
B,1657,24,43,59,110,66,22,55,65,121,73
B,1770,18,38,60,117,42,19,47,71,122,53
B,1853,13,34,92,117,50,13,41,99,131,77
B,1235,20,34,48,84,33,17,36,46,91,49
B,1792,18,52,76,108,34,18,52,94,139,44
B,1735,22,39,72,101,48,20,40,56,124,54
B,2020,22,67,125,123,37,26,58,142,161,51
B,2067,24,47,105,125,35,28,72,88,133,45
B,1740,13,42,78,109,51,16,50,88,113,70
B,1597,19,42,67,97,46,15,35,69,118,68
B,2079,18,69,89,114,25,14,89,84,130,39
B,1578,13,64,62,114,43,11,60,52,140,37
B,1695,14,44,57,117,38,16,48,57,142,53
B,1792,15,40,42,115,23,13,36,41,144,43
B,1637,19,55,57,112,27,16,64,51,149,25
B,1662,19,62,60,115,33,14,57,74,160,30
B,1744,15,54,52,120,35,21,60,40,147,46
B,1564,19,38,27,120,31,17,42,43,123,29
B,1618,15,34,72,72,58,19,48,68,122,64
B,1329,11,30,38,83,47,7,23,61,88,60
B,1308,16,33,59,72,48,14,37,61,124,48
B,1553,23,34,58,100,46,16,34,76,132,55
B,1465,12,27,57,72,48,16,45,53,110,52
B,1296,9,24,67,50,70,8,22,58,67,99
B,1114,13,25,56,74,33,10,29,57,78,34
B,1841,34,34,85,116,104,18,35,84,163,130
B,1302,15,15,67,70,83,17,24,68,99,118
B,1333,8,28,55,69,52,12,32,61,96,96
B,1594,9,39,72,110,62,17,35,91,105,108
B,1476,13,35,72,87,86,16,34,78,111,106
B,1501,11,33,63,69,27,20,39,50,108,59
B,1366,13,35,70,82,61,8,32,69,100,75
B,1306,12,35,65,60,55,14,40,65,82,88
B,1934,20,78,78,103,53,19,86,81,131,67
B,1411,12,32,72,85,31,12,24,68,120,63
B,1434,12,24,66,75,72,12,34,59,108,96
B,1538,18,28,73,97,63,24,33,74,102,99
B,1599,14,47,94,102,68,16,61,78,127,84
B,2039,19,48,89,107,59,18,72,72,142,105
B,1518,22,32,66,81,60,21,34,74,93,87
B,1643,14,30,66,100,60,14,44,66,94,97
B,1792,12,29,31,93,20,13,24,39,114,37
B,1819,19,35,56,114,54,23,45,64,140,82
B,1826,14,30,50,95,53,16,40,52,112,75
B,1878,25,43,55,142,51,22,39,54,147,73
B,1749,13,36,76,110,44,19,41,59,127,74
B,1213,10,19,56,70,69,11,25,52,86,90
